A1,A2,A3,A4,A6,A8,A10,A12,A13,A15,A17,A18,A19,A21,A22,A23,A25,A27,B1,B2,B3,B6,B8,B12,B13,B14,id,A5_o,A7_o,A9_o,A11_o,A14_o,A16_o,A20_per_o,A20_last_o,A24_o,A26_o,A28_per_o,A28_last_o,B4_per_o,B4_last_o,B5_o,B7_o,B9_per_o,B9_last_o,B10_per_o,B10_last_o,B11_per_o,B11_last_o
300,,405.0,700,29.0,,101,103.0,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,78.0,74.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,sample_1688,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,30.0,,102,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,sample_1361,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,72000,0,0,0,0
300,,405.0,700,29.0,,101,103.0,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,80.0,74.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,sample_1802,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,30.0,,102,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,45.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,sample_250,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,72000,0,0,0,0
300,,405.0,700,35.0,80.0,100,102.0,0.2,104.0,102.0,0.2,300,50.0,10.0,5.0,70.0,75.0,300.0,3.5,3.5,65,45.0,800.0,0.15,400,sample_323,0,85800,80400,82800,82800,82800,80400,84600,84600,84600,52200,82800,0,82800,0,79200,77400,79200,84600,79200,0,0
300,,405.0,700,21.0,,100,101.0,0.2,102.0,103.0,0.2,300,50.0,10.0,5.0,70.0,75.0,350.0,3.5,3.5,65,45.0,800.0,0.15,400,sample_1514,0,0,81000,82800,82800,82800,0,85200,85800,84600,59400,82800,0,82800,0,75600,81000,81000,82800,81000,0,0
300,,405.0,700,38.0,80.0,100,101.0,0.2,102.0,102.0,0.2,300,50.0,10.0,5.0,70.0,75.0,350.0,3.5,3.5,65,45.0,800.0,0.15,400,sample_1545,0,85500,79500,82800,82800,82800,3600,81000,84600,84600,61800,84600,0,79200,0,57600,0,81000,82800,81000,0,0
300,,405.0,700,30.0,,102,104.0,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,sample_830,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,72000,0,0,0,0
300,,405.0,700,29.0,,100,103.0,0.2,104.0,106.0,0.2,200,50.0,9.0,5.0,78.0,73.0,320.0,3.5,3.5,78,45.0,1200.0,0.15,420,sample_1757,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,57600,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,38.0,80.0,100,104.0,0.2,103.0,102.0,0.2,300,50.0,10.0,5.0,70.0,75.0,370.0,3.5,3.5,65,27.0,800.0,0.15,420,sample_917,0,85800,81600,82800,82800,82800,0,84600,82800,84600,84600,84600,0,79200,0,70200,0,81000,84600,81000,0,0
300,,405.0,700,30.0,,102,103.0,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,sample_1728,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,81000
300,,405.0,700,38.0,81.0,100,103.0,0.2,104.0,105.0,0.2,300,50.0,9.0,5.0,70.0,75.0,370.0,3.5,3.5,65,45.0,800.0,0.15,400,sample_352,0,85800,79800,82800,82800,82800,70200,84600,84600,84600,63000,84600,0,79200,0,70200,0,81000,82800,81000,0,0
300,,405.0,700,29.0,,101,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,sample_1229,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,29.0,,102,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,79.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,sample_619,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,29.0,,101,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,sample_1138,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,29.0,,101,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,sample_687,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,21.0,,100,101.0,0.2,103.0,105.0,0.2,310,25.0,9.0,5.0,70.0,78.0,300.0,3.5,3.5,65,46.0,800.0,0.15,400,sample_966,0,0,81000,82800,82800,82800,85800,85200,84600,84600,0,84000,0,82800,0,70800,85800,81000,85200,82200,0,0
300,,405.0,700,21.0,,100,102.0,0.2,104.0,105.0,0.2,300,50.0,9.0,5.0,70.0,78.0,340.0,3.5,3.5,65,45.0,800.0,0.15,400,sample_537,0,0,81000,82800,82800,82800,84600,81000,1800,84600,55800,82800,0,81000,0,70200,0,81000,84600,81000,0,0
300,,405.0,700,23.0,,100,104.0,0.2,105.0,105.0,0.2,300,40.0,9.0,5.0,70.0,78.0,300.0,3.5,3.5,65,40.0,800.0,0.15,400,sample_867,0,0,81000,82800,82800,82800,70200,84600,0,84600,66600,82800,84600,81000,0,77400,72000,81000,82800,81000,0,0
300,,405.0,700,30.0,80.0,100,102.0,0.2,102.0,103.0,0.2,300,50.0,10.0,5.0,70.0,75.0,370.0,3.5,3.5,65,39.0,800.0,0.15,440,sample_928,0,85800,81600,82800,82800,82800,75600,84600,0,84600,52200,84600,0,79200,0,68400,0,81000,84600,81000,0,0
300,,405.0,700,21.0,,100,102.0,0.2,104.0,105.0,0.2,300,50.0,9.0,5.0,70.0,78.0,340.0,3.5,3.5,65,45.0,800.0,0.15,420,sample_520,0,0,81000,82800,82800,82800,84600,84600,84600,84600,0,84600,0,82800,0,79200,0,81000,84600,81000,0,0
300,,405.0,700,29.0,,103,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,sample_1338,0,0,79200,82800,82800,82800,0,82800,0,46800,36000,82800,0,82800,0,79200,0,72000,0,0,0,0
300,,405.0,700,21.0,,100,104.0,0.2,105.0,107.0,0.2,300,50.0,9.0,5.0,70.0,77.0,290.0,3.5,3.5,67,45.0,900.0,0.15,400,sample_988,0,0,82800,82800,82800,82800,85800,84600,85200,84600,0,82800,0,82800,0,79200,85800,80400,85200,82200,0,0
300,,405.0,700,39.0,80.0,100,103.0,0.2,104.0,104.0,0.2,300,50.0,9.0,5.0,70.0,75.0,360.0,3.5,3.5,65,45.0,800.0,0.15,400,sample_899,0,85800,81600,82800,82800,82800,68400,84600,0,84600,61200,84600,0,79200,0,70200,0,81000,82800,81000,0,0
300,,405.0,700,24.0,,100,102.0,0.2,102.0,104.0,0.2,300,40.0,10.0,5.0,70.0,78.0,310.0,3.5,3.5,60,45.0,800.0,0.15,420,sample_15,0,0,81000,82800,82800,82800,70200,84600,0,84600,57600,82800,0,82800,0,73800,0,81000,82800,82800,0,0
300,,405.0,700,21.0,,100,102.0,0.2,103.0,104.0,0.2,300,35.0,9.0,5.0,70.0,78.0,320.0,3.5,3.5,60,40.0,800.0,0.15,420,sample_1412,0,0,82800,82800,84000,81600,68400,84600,0,84600,63000,82800,0,82800,0,73800,73800,81000,84600,81000,0,0
300,,405.0,700,30.0,,100,103.0,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,78.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,sample_1915,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,29.0,,102,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,sample_1885,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,30.0,,101,103.0,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,79,45.0,1200.0,0.15,400,sample_1893,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,29.0,,101,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,sample_688,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,29.0,,101,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,sample_1664,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,29.0,,102,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,79.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,sample_1667,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,21.0,,100,102.0,0.2,103.0,104.0,0.2,300,50.0,9.0,5.0,70.0,75.0,350.0,3.5,3.5,60,45.0,800.0,0.15,400,sample_1516,0,0,82800,82800,82800,82800,73800,84600,79200,84600,73800,84600,0,82800,0,59400,82800,82800,82800,82800,0,0
300,,405.0,700,22.0,,100,102.0,0.2,104.0,103.0,0.2,100,50.0,9.0,5.0,80.0,78.0,280.0,3.5,3.5,65,45.0,800.0,0.15,400,sample_437,0,0,82800,82800,82800,82800,0,84600,84600,84600,0,82800,0,82800,0,79200,0,81000,84600,81000,0,0
300,,405.0,700,29.0,,101,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,sample_203,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,29.0,,102,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,45.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,sample_1389,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,72000,0,0,0,0
300,,405.0,700,29.0,,102,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,460,sample_761,0,0,79200,82800,82800,82800,0,84600,0,82800,0,82800,0,82800,0,79200,0,75600,0,0,0,0
300,,405.0,700,30.0,,102,104.0,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,sample_1373,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,72000,0,0,0,0
300,,405.0,700,29.0,,101,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,sample_558,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,21.0,,100,103.0,0.2,105.0,108.0,0.2,200,50.0,10.0,5.0,70.0,75.0,380.0,3.5,3.5,75,45.0,800.0,0.15,400,sample_1710,0,0,81000,82800,82800,82800,0,82800,84600,84600,0,82800,0,82800,0,77400,0,81000,82800,81000,0,0
300,,405.0,700,27.0,,102,103.0,0.2,105.0,104.0,0.2,200,50.0,9.0,5.0,78.0,76.0,320.0,3.5,3.5,75,45.0,1200.0,0.15,400,sample_153,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,77400,1800,79200,0,82800
300,,405.0,700,38.0,80.0,100,104.0,0.2,102.0,104.0,0.2,300,50.0,10.0,5.0,70.0,75.0,370.0,3.5,3.5,50,35.0,800.0,0.15,420,sample_934,0,85800,81600,82800,82800,82800,72000,84600,0,84600,50400,84600,0,79200,0,73800,0,81000,82800,81000,0,0
300,,405.0,700,18.0,,100,105.0,0.2,105.0,107.0,0.2,700,50.0,9.0,5.0,70.0,77.0,350.0,3.5,3.5,68,45.0,800.0,0.15,400,sample_54,0,0,82800,82800,82800,82800,85200,84600,85800,83400,600,81600,0,82800,0,81000,0,81000,84600,81000,0,0
300,,405.0,700,29.0,,102,103.0,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,79.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,sample_1227,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,18.0,,100,104.0,0.2,106.0,106.0,0.2,300,50.0,9.0,5.0,70.0,77.0,350.0,3.5,3.5,68,45.0,400.0,0.15,400,sample_53,0,0,82800,82800,82800,82800,84600,84600,0,82800,0,82800,0,82800,0,81000,0,81000,84600,81000,0,0
300,,405.0,700,29.0,,101,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,sample_1110,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,81000
300,,405.0,700,20.0,,100,106.0,0.2,106.0,107.0,0.2,300,50.0,9.0,5.0,70.0,77.0,350.0,3.5,3.5,67,45.0,800.0,0.15,400,sample_49,0,0,82800,82800,82800,82800,85200,84600,85200,84600,0,81600,0,82800,0,81000,0,81000,84600,81000,0,0
300,,405.0,700,32.0,,100,102.0,0.2,103.0,104.0,0.2,200,30.0,9.0,5.0,70.0,78.0,300.0,3.5,3.5,60,40.0,800.0,0.15,400,sample_474,0,0,81000,82800,82800,82800,0,82800,0,84600,55800,82800,0,82800,0,81000,0,81000,84600,81000,0,0
300,,405.0,700,18.0,,101,102.0,0.2,105.0,108.0,0.2,200,50.0,9.0,5.0,70.0,78.0,380.0,3.5,3.5,76,45.0,800.0,0.15,400,sample_1716,0,0,81000,82800,82800,82800,0,82800,84600,84600,0,82800,0,82800,0,79200,0,81000,84600,81000,0,0
300,,405.0,700,29.0,,100,102.0,0.2,104.0,107.0,0.2,200,50.0,9.0,5.0,78.0,72.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,sample_1169,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,57600,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,30.0,,103,104.0,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,sample_1925,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,72000,0,0,0,0
300,,405.0,700,30.0,,100,102.0,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,80.0,74.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,sample_667,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,29.0,,102,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78.0,72.0,1200.0,0.15,3.5,80,45.0,1200.0,0.15,400,sample_176,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,29.0,,102,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,sample_1908,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,29.0,,100,102.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,79.0,75.0,1200.0,0.15,3.5,77,45.0,1200.0,0.15,400,sample_160,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,21.0,,100,102.0,0.2,103.0,104.0,0.2,300,40.0,9.0,5.0,70.0,78.0,310.0,3.5,3.5,65,40.0,800.0,0.15,440,sample_35,0,0,82800,82800,82800,82800,75600,84600,0,84600,55800,82800,0,81000,0,68400,84600,81000,84600,81000,0,0
300,,405.0,700,29.0,,102,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,sample_1403,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,29.0,,101,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,79.0,74.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,sample_1806,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,30.0,,102,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,sample_241,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,72000,0,0,0,0
300,,405.0,700,21.0,,100,102.0,0.2,104.0,105.0,0.2,300,50.0,9.0,5.0,70.0,78.0,350.0,3.5,3.5,65,50.0,800.0,0.15,420,sample_1059,0,0,81000,82800,82800,82800,84600,84600,84600,84600,63000,82800,0,81000,0,72000,0,81000,84600,81000,0,0
300,,405.0,700,29.0,,100,102.0,0.2,103.0,103.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,sample_746,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,75600,0,0,0,0
300,,405.0,700,21.0,,100,102.0,0.2,104.0,105.0,0.2,300,50.0,9.0,5.0,70.0,78.0,320.0,3.5,3.5,65,45.0,800.0,0.15,420,sample_513,0,0,81000,82800,82800,82800,77400,84600,84600,84600,55800,82800,0,82800,0,70200,0,81000,82800,81000,0,0
300,,405.0,700,26.0,,100,102.0,0.2,104.0,104.0,0.2,300,50.0,9.0,5.0,70.0,78.0,340.0,3.5,3.5,65,45.0,800.0,0.15,420,sample_1088,0,0,84600,82800,82800,82800,72000,84600,84600,84600,63000,82800,0,82800,0,72000,81000,81000,84600,81000,0,0
300,,405.0,700,28.0,,102,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,sample_1370,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,72000,0,0,0,0
300,,405.0,700,23.0,,100,101.0,0.2,103.0,105.0,0.2,300,50.0,10.0,5.0,70.0,78.0,350.0,3.5,3.5,65,45.0,800.0,0.15,420,sample_523,0,0,81000,82800,82800,82800,84600,84600,84600,84600,68400,82800,0,81000,0,75600,77400,81000,82800,81000,0,0
300,,405.0,700,37.0,80.0,100,102.0,0.2,102.0,104.0,0.2,300,50.0,9.0,5.0,70.0,75.0,300.0,3.5,3.5,65,28.0,800.0,0.15,400,sample_319,0,72600,7200,82800,82800,82800,76800,84600,0,84600,55800,84600,0,81000,0,70200,0,81000,84600,81600,0,0
300,,405.0,700,29.0,,103,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,460,sample_1923,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,72000,0,0,0,0
300,,405.0,700,30.0,,103,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,sample_1296,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,75600,0,0,0,0
300,,405.0,700,29.0,,102,103.0,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,sample_1152,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,81000,0,81000,0,82800
300,,405.0,700,21.0,,100,102.0,0.2,104.0,105.0,0.2,200,30.0,9.0,5.0,70.0,78.0,300.0,3.5,3.5,67,45.0,900.0,0.15,400,sample_982,0,0,81000,82800,82800,82800,85800,85200,84600,84600,75600,84600,0,82800,0,69000,85200,81000,84600,81000,0,0
300,125.0,,980,21.0,,100,102.0,0.2,103.0,104.0,0.2,300,30.0,9.0,5.0,70.0,78.0,320.0,3.5,3.5,60,40.0,800.0,0.15,400,sample_304,0,0,81000,82800,82800,82800,54000,84600,0,84600,57600,82800,0,82800,0,73800,0,81000,84600,81000,0,0
300,,405.0,700,24.0,,100,101.0,0.2,103.0,103.0,0.2,300,50.0,10.0,5.0,70.0,78.0,340.0,3.5,3.5,65,45.0,800.0,0.15,440,sample_502,0,0,81000,82800,82800,82800,84600,84600,84600,84600,43200,82800,0,81000,0,77400,79200,81000,84600,81000,0,0
300,,405.0,700,29.0,,102,104.0,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80.0,73.0,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,sample_1951,0,0,79200,82800,82800,82800,0,82800,0,82800,0,82800,0,82800,0,79200,0,72000,0,0,0,0
300,,405.0,700,41.0,80.0,100,103.0,0.2,102.0,102.0,0.2,300,50.0,9.0,5.0,70.0,75.0,370.0,3.5,3.5,40,20.0,800.0,0.15,440,sample_386,0,85800,81600,82800,82800,82800,77400,84600,84600,84600,59400,84600,0,81000,0,75600,0,81000,0,81000,0,0
300,,405.0,700,36.0,80.0,100,102.0,0.2,102.0,102.0,0.2,300,50.0,9.0,5.0,70.0,75.0,370.0,3.5,3.5,65,45.0,800.0,0.15,420,sample_362,0,85800,81600,82800,82800,82800,0,84600,0,84600,73800,84600,0,79200,0,73800,0,81000,84600,81000,0,0
300,,405.0,700,29.0,,100,101.0,0.2,103.0,105.0,0.2,300,50.0,9.0,5.0,70.0,78.0,350.0,3.5,3.5,65,50.0,800.0,0.15,420,sample_522,0,0,81000,82800,82800,82800,84600,82800,84600,84600,73800,82800,0,81000,0,75600,0,81000,82800,81000,0,0
